Tournament,Lv,Date,Ev,Rd,Aff,Neg,Vote,Result
Texas Open,C,2022-02-05,OP,R2,Houston Khan & Hoxha,George Mason Armstrong & Loew,Neg,
Texas Open,C,2022-02-05,OP,R1,Minnesota Anderson McElligott & Kivimaki,Navy Rock & Korlacki,Neg,
University of Minnesota College Invitational,C,2022-01-28,Open,Quarte,Pittsburgh SR,Iowa PS,Neg,"Neg								2-1"
University of Minnesota College Invitational,C,2022-01-28,Open,R6,Binghamton PT,Iowa CN,Neg,
University of Minnesota College Invitational,C,2022-01-28,JV,R3,George Mason BJ,Houston GK,Aff,
Peninsula Invitational,HS,2022-01-22,O LD,Octo,Portola AS,Stockdale GS,Neg,"Neg								3-0"
Peninsula Invitational,HS,2022-01-22,O LD,Doub,Marlborough WR,Wyoming Virtual JC,Aff,"Aff								3-0"
Peninsula Invitational,HS,2022-01-22,O LD,Doub,Monta Vista KR,Troy Independent AP,Aff,"Aff								2-1"
Peninsula Invitational,HS,2022-01-22,O LD,R6,Sage Hill MP,Monta Vista KR,Aff,
Peninsula Invitational,HS,2022-01-22,O LD,R5,Brophy TJ,Portola AS,Neg,
Peninsula Invitational,HS,2022-01-22,O LD,R4,Marlborough SG,OA Independent VD,Neg,
Peninsula Invitational,HS,2022-01-22,O LD,R3,Marlborough AK,Unionville PW,Neg,
Peninsula Invitational,HS,2022-01-22,O LD,R2,Sage Hill JS,Marlborough WR,Neg,
Peninsula Invitational,HS,2022-01-22,O LD,R1,Stockdale GS,Millard North JS,Aff,
Harvard Westlake Debates,HS,2022-01-13,CHAL,Semis,SagHil MP,StrHav AM,Neg,"Aff								2-1"
Harvard Westlake Debates,HS,2022-01-13,CHAL,R6,StrHav AM,Sequoi AS,Aff,
Harvard Westlake Debates,HS,2022-01-13,CHAL,R5,IsiNew EE,Lexton AG,Aff,"Aff								2-0"
Harvard Westlake Debates,HS,2022-01-13,CHAL,R4,Strake JS,StrHav AM,Neg,"Neg								2-0"
Harvard Westlake Debates,HS,2022-01-13,CHAL,R3,Ayala AM,NorChr LB,Neg,
Harvard Westlake Debates,HS,2022-01-13,CHAL,R2,Marlbo WR,Greenh NT,Aff,"Aff								2-0"
Harvard Westlake Debates,HS,2022-01-13,CHAL,R1,ImmHea BC,Strake KS,Neg,
Texas Two Step Rowdy Debates In Dallas,C,2022-01-07,JVO,Finals,TexTec Chamberlain & Cook,WicSta Wentling & McManus,Aff,"Neg								2-1"
Texas Two Step Rowdy Debates In Dallas,C,2022-01-07,OpenO,R5,Columb/WUISL Datel & Alexis,JohCou Babcock & Babcock,Neg,
Texas Two Step Rowdy Debates In Dallas,C,2022-01-07,OpenO,R2,WicSta Hinecker & Phillips,Housto Khan & Hoxha,Aff,
Texas Two Step Fear and Loathing in Dallas,C,2022-01-04,OpenO,Quarte,JCCC Babcock & Babcock,Wyomin Cole & Powers,Neg,"Neg								3-0"
Texas Two Step Fear and Loathing in Dallas,C,2022-01-04,JVO,R6,Houston Khan & Padmasolala,Minnesota Munson & Rudd,Neg,
Texas Two Step Fear and Loathing in Dallas,C,2022-01-04,OpenO,R4,Wichita Hinecker & Phillips,UTD Karchmer & Sendejas,Aff,
2021 USC Trojan Invitational,HS,2021-12-10,VLD,Quarte,Stockdale RP,Mission San Jose SS,Neg,"Neg								3-0"
2021 USC Trojan Invitational,MS,2021-12-10,VLD,R6,Marlborough ED,Able2Shine MC,Neg,
2021 USC Trojan Invitational,HS,2021-12-10,VLD,R5,Mission San Jose SR,Marlborough JH,Aff,
2021 USC Trojan Invitational,HS,2021-12-10,VLD,R3,Mission San Jose AD,Marlborough OO,Aff,
2021 USC Trojan Invitational,HS,2021-12-10,VLD,R3,Sharon RG,Marlborough EW,Aff,
2021 USC Trojan Invitational,HS,2021-12-10,VLD,R2,Mission San Jose AW,Marlborough MJ,Neg,
2021 USC Trojan Invitational,HS,2021-12-10,VLD,R2,Marlborough VA,Mission San Jose SS,Neg,
2021 USC Trojan Invitational,HS,2021-12-10,VLD,R1,Stockdale RP,Marlborough RJ,Aff,
Glenbrooks Speech and Debate Tournament,HS,2021-11-19,VLD,Sextos,DTHS HV,Marlborough WR,Aff,"Aff								2-1"
Glenbrooks Speech and Debate Tournament,HS,2021-11-19,VLD,R7,Memorial SC,Presentation NR,Neg,
Glenbrooks Speech and Debate Tournament,HS,2021-11-19,VLD,R5,Harrison JP,Millburn MM,Aff,
Glenbrooks Speech and Debate Tournament,HS,2021-11-19,VLD,R4,Charlotte Latin AP,Isidore Newman GP,Neg,
Glenbrooks Speech and Debate Tournament,HS,2021-11-19,VLD,R3,Ardrey Kell SG,Loyola CM,Aff,
Glenbrooks Speech and Debate Tournament,HS,2021-11-19,VLD,R2,Marlborough JK,Coppell ER,Neg,
Glenbrooks Speech and Debate Tournament,HS,2021-11-19,VLD,R2,Westwood PM,Ayala AM,Neg,
Glenbrooks Speech and Debate Tournament,HS,2021-11-19,VLD,R1,Peninsula EL,Apple Valley KW,Neg,
Glenbrooks Speech and Debate Tournament,HS,2021-11-19,VLD,R1,Marlborough ML,Ardsley ZS,Aff,
Franklin R Shirley at Wake Forest,C,2021-11-12,SHIR,Double,Harvard OY,UC Berkeley EE,Neg,"Neg								4-1"
Franklin R Shirley at Wake Forest,C,2021-11-12,SHIR,RD 6,Liberty RC,Wyoming LR,Aff,
Franklin R Shirley at Wake Forest,C,2021-11-12,SHIR,RD 5,Wyoming PS,UC Berkeley TD,Aff,
Franklin R Shirley at Wake Forest,C,2021-11-12,SHIR,RD 2,Weber State MT,Navy KR,Neg,
Franklin R Shirley at Wake Forest,C,2021-11-12,SHIR,RD 1,George Mason BG,Wyoming CM,Aff,
UCO Joe C Jackson,C,2021-11-05,Open,Finals,JCCC Babcock & Babcock,Wichita Hinecker & Phillips,Aff,"Neg								2-1"
UCO Joe C Jackson,C,2021-11-05,Open,Quarte,MOState Cade & Reeves,JCCC Babcock & Babcock,Neg,"Neg								3-0"
UCO Joe C Jackson,C,2021-11-05,NOV,R6,TX-Tech Burrage & Kennedy,SMCS Barajas & Goldstein,Aff,
UCO Joe C Jackson,C,2021-11-05,Open,R5,Wichita Chavez & Hummingbird,Emporia Krambeer & Reed-Valizan,Aff,
UCO Joe C Jackson,C,2021-11-05,Open,R4,JCCC Babcock & Babcock,Baylor Hudson & Sturgeon,Aff,
UCO Joe C Jackson,C,2021-11-05,Open,R3,Wichita Hinecker & Phillips,MOState Kauffman & Lucas,Aff,
UCO Joe C Jackson,C,2021-11-05,Open,R2,MOState Cade & Reeves,UTD Jones & Smith,Neg,
UCO Joe C Jackson,C,2021-11-05,Open,R1,Texas Moura Burk & Do,K-State Spond & Turner,Neg,
Heart of Texas Invitational,HS,2021-10-16,VLD,Double,Wenatchee JK,Westwood PM,Neg,"Neg								3-0"
Heart of Texas Invitational,HS,2021-10-16,VLD,Double,Greenhill KD,Westwood AG,Neg,"Neg								2-1"
Heart of Texas Invitational,HS,2021-10-16,JVLD,R6,Westlake AH,Marlborough PS,Neg,
Heart of Texas Invitational,HS,2021-10-16,JVLD,R5,Little Rock Central XJ,Marlborough YN,Neg,
Heart of Texas Invitational,MS,2021-10-16,NLD,R4,Brimid EW,HarWes MB,Neg,
Heart of Texas Invitational,HS,2021-10-16,VLD,R3,Ayala AM,Marlborough GA,Aff,
Heart of Texas Invitational,HS,2021-10-16,VLD,R2,Westwood AP,Marlborough JH,Neg,
Heart of Texas Invitational,HS,2021-10-16,VLD,R2,Marlborough MJ,Westwood AR,Neg,
Heart of Texas Invitational,HS,2021-10-16,VLD,R1,Little Rock Central MG,Peninsula AB,Aff,
Heart of Texas Invitational,HS,2021-10-16,VLD,R1,Southlake Carroll SD,Marlborough WR,Neg,
JW Patterson Debates at Kentucky,C,2021-10-02,Open,Oct,Dartmouth CS,Emory HM,Neg,"Neg								2-1"
JW Patterson Debates at Kentucky,C,2021-10-02,Open,Double,Emory GK,Michigan State MM,Aff,"Aff								3-0"
JW Patterson Debates at Kentucky,C,2021-10-02,Nov,R6,Texas Tech BL,Houston RA,Neg,
JW Patterson Debates at Kentucky,C,2021-10-02,Open,R4,Wyoming LR,George Mason BG,Neg,
JW Patterson Debates at Kentucky,C,2021-10-02,Open,R1,Minnesota AP,George Mason AL,Neg,
Binghamton 4th Annual Phyllis Schatz Invitational,C,2021-09-24,Novi,SEMIS,Cornell DD,George Mason BJ,Neg,"Neg								3-0"
Binghamton 4th Annual Phyllis Schatz Invitational,C,2021-09-24,JV,Semis,Liberty DM,George Mason PV,Neg,"Neg								3-0"
Binghamton 4th Annual Phyllis Schatz Invitational,C,2021-09-24,Open,Quarte,Iowa CP,Baylor HL,Neg,"Neg								2-1"
Binghamton 4th Annual Phyllis Schatz Invitational,C,2021-09-24,Open,O6,Baylor HL,Bingha TT,Aff,
Binghamton 4th Annual Phyllis Schatz Invitational,C,2021-09-24,Open,O2,GeoMas IJ,Iowa CP,Neg,
Binghamton 4th Annual Phyllis Schatz Invitational,C,2021-09-24,Novi,N1,George Mason BM,Binghamton CK,Neg,
Northwestern University Season Opener,C,2021-09-17,Open,Quarte,Dartmouth SV,Harvard AF,Neg,"Aff								2-1"
Northwestern University Season Opener,C,2021-09-17,Open,Octas,Johnson County Community BB,Harvard AF,Aff,"Neg								2-1"
Northwestern University Season Opener,C,2021-09-17,JV,R6,Samford JR,Houston KH,Aff,
Northwestern University Season Opener,C,2021-09-17,N,RD 5,Liberty HS,Houston GD,Aff,
Northwestern University Season Opener,C,2021-09-17,Open,RD 4,George Mason AL,Harvard OY,Aff,
Northwestern University Season Opener,C,2021-09-17,N,RD 3,Houston PL,Liberty MW,Neg,
Northwestern University Season Opener,C,2021-09-17,Open,RD 2,Harvard AF,Dartmouth BC,Aff,
Northwestern University Season Opener,C,2021-09-17,JV,R1,Gonzaga DZ,Liberty HM,Aff,
Loyola Invitational,HS,2021-09-04,LD,Octo,Plano East JN,Sidwell SW,Aff,"Neg								2-1"
Loyola Invitational,HS,2021-09-04,LD,Doub,Perry JA,Ayala AM,Neg,"Neg								3-0"
Loyola Invitational,HS,2021-09-04,LD,Trip,Scripps Ranch AS,Lynbrook SM,Aff,"Aff								3-0"
Loyola Invitational,HS,2021-09-04,LD,R6,McNeil AG,Syosset LG,Aff,
Loyola Invitational,HS,2021-09-04,LD,R5,Westwood JC,Dulles JL,Aff,
Loyola Invitational,HS,2021-09-04,LD,R5,Harrison AC,Southlake Carroll PK,Neg,
Loyola Invitational,HS,2021-09-04,LD,R4,Plano East NG,Sammamish Independent LW,Aff,
Loyola Invitational,HS,2021-09-04,LD,R3,Sidwell SW,Yerba Buena KN,Neg,
Loyola Invitational,HS,2021-09-04,LD,R3,Marlborough JH,ModernBrain AK,Neg,
Loyola Invitational,HS,2021-09-04,LD,R2,Solebury LM,Sage MP,Neg,
Loyola Invitational,HS,2021-09-04,LD,R2,Westwood AD,LNU RN,Aff,
Loyola Invitational,HS,2021-09-04,LD,R1,Indepedent WW,Peninsula CS,Aff,
Loyola Invitational,HS,2021-09-04,LD,R1,Marlborough ML,Peninsula SM,Aff,
RKS Workshop at Wake Forest,,2021-07-29,,Octos,Sophie Bronner & Addie Lowenstein,emma millar & Ryan Wilkerson,Aff,"Aff								3-0"
RKS Workshop at Wake Forest,,2021-07-29,,R6,Sophie Bronner & Addie Lowenstein,Abbey Hossler & Aaron Persinger,Neg,
RKS Workshop at Wake Forest,,2021-07-29,,R4,Jack Jacobs & Mateo Mijares,Arshon Keyani & Glen Scully,Neg,
RKS Workshop at Wake Forest,,2021-07-29,,R3,Alex Jones & Josh Na,aiden etkin & Emilio Menotti,Neg,
RKS Workshop at Wake Forest,,2021-07-29,,R1,Francis Jayaratne & Pratham Setia,Ved Ganesh & Andrew Subingsubing,Neg,
CEDA Nationals at West Virginia University,C,2021-04-09,Open,Octs,Wyoming/Gonzaga RM,NYU ST,Neg,"Neg								3-0"
CEDA Nationals at West Virginia University,C,2021-04-09,Open,Double,Missouri State HW,Liberty CoRo,Neg,"Neg								3-0"
CEDA Nationals at West Virginia University,C,2021-04-09,Open,Trips,Texas HN,Iowa PS,Aff,"Aff								3-0"
CEDA Nationals at West Virginia University,C,2021-04-09,Open,R5,Liberty MM,New School ED,Aff,
CEDA Nationals at West Virginia University,C,2021-04-09,Open,R1,NYU ST,Emory BW,Aff,
75th National Debate Tournament,C,2021-03-25,Open,R8,Western Washington AH,Wichita State BM,Neg,"Neg								2-1"
75th National Debate Tournament,C,2021-03-25,Open,R7,Georgia MW,NYU ST,Neg,"Neg								3-0"
75th National Debate Tournament,C,2021-03-25,Open,R6,Missouri State KR,Baylor LM,Aff,"Neg								2-1"
75th National Debate Tournament,C,2021-03-25,Open,R3,Northwestern FW,Liberty CoRo,Aff,"Aff								3-0"
ADA Nationals,C,2021-03-06,JV,Semi,Liberty SW,George Mason SI,Neg,"Neg								2-1"
ADA Nationals,C,2021-03-06,Open,Octo,Michigan HM,UC Berkeley BW,Neg,"Neg								2-1"
ADA Nationals,C,2021-03-06,Open,R5,George Mason DH,Western Washington HA,Aff,
ADA Nationals,C,2021-03-06,Open,R4,Wichita State BL,Kentucky MW,Aff,
ADA Nationals,C,2021-03-06,Nov,R3,Navy/Liberty SC,Wayne State KT,Neg,
ADA Nationals,C,2021-03-06,Open,R2,George Mason AS,Michigan HM,Aff,
ADA Nationals,C,2021-03-06,Open,R1,Dartmouth SS,UC Berkeley FQ,Aff,
Heart of Texas,HS,2021-02-27,VLD,Quarte,Harker AR,Strake Jesuit  ZD,Aff,"Aff								3-0"
Heart of Texas,HS,2021-02-27,VLD,Double,Cardinal Gibbons RS,Northwood NA,Aff,"Neg								2-1"
Heart of Texas,HS,2021-02-27,VLD,Triple,Harker RM,Greenhill AA,Aff,"Neg								2-1"
Heart of Texas,HS,2021-02-27,VLD,Triple,Loyola DB,Harrison AC,Aff,"Neg								2-1"
Heart of Texas,HS,2021-02-27,VLD,R5,Greenhill KD,Marlborough WR,Aff,
Heart of Texas,HS,2021-02-27,VLD,R5,Greenhill RM,Advanced Technologies JG,Neg,
Heart of Texas,HS,2021-02-27,VLD,R4,Southlake Carroll EP,Evergreen Valley Independent SS,Aff,
Heart of Texas,HS,2021-02-27,VLD,R4,Harker AR,Greenhill AA,Neg,
Heart of Texas,HS,2021-02-27,VLD,R3,Northwood NA,Marlborough JS,Neg,
Heart of Texas,HS,2021-02-27,VLD,R3,Olathe East EL,Westwood AR,Neg,
Owen L Coon Memorial Debates,C,2021-02-05,Open,RD 6,Emory NP,Iowa CP,Neg,
Owen L Coon Memorial Debates,C,2021-02-05,Open,RD 5,Wyoming KP,Kansas State SW,Aff,
Owen L Coon Memorial Debates,C,2021-02-05,Open,RD 4,George Mason AS,NYU DK,Neg,
Owen L Coon Memorial Debates,C,2021-02-05,Open,RD 3,Pittsburgh OM,Emory PR,Neg,
Owen L Coon Memorial Debates,C,2021-02-05,Open,RD 2,Western Washington AH,Wyoming MR,Neg,
Peninsula Invitational,HS,2021-01-23,O LD,Triple,Elkins AM,Loyola BC,Neg,"Neg								3-0"
Peninsula Invitational,HS,2021-01-23,O LD,R6,Austin SFA JH,Elkins AM,Neg,
Peninsula Invitational,HS,2021-01-23,O LD,R5,La Costa Canyon JA,Marlborough AKi,Neg,
Peninsula Invitational,HS,2021-01-23,O LD,R5,Brentwood SH,Portola AS,Neg,
Peninsula Invitational,HS,2021-01-23,O LD,R4,Northern Valley HS Independent JL,Marlborough TZ,Aff,
Peninsula Invitational,HS,2021-01-23,O LD,R4,San Dieguito NC,Marlborough MS,Neg,
Peninsula Invitational,HS,2021-01-23,O LD,R3,Oxford VM,Thomas Horace Rogers JW,Neg,
Peninsula Invitational,HS,2021-01-23,O LD,R2,Marlborough GA,Advanced Technologies JG,Neg,
Peninsula Invitational,HS,2021-01-23,O LD,R2,Harker AM,Marlborough EW,Aff,
Peninsula Invitational,HS,2021-01-23,O LD,R1,Magnet TK,Southlake Carroll PK,Neg,
Peninsula Invitational,HS,2021-01-23,O LD,R1,Troy AP,Claremont GK,Neg,
Harvard Westlake Debates,HS,2021-01-14,RR,R6,Harker AM,Sage Hill MP,Neg,
Harvard Westlake Debates,HS,2021-01-14,RR,R4,Harker DS,Marlborough JS,Aff,"Aff								2-0"
Harvard Westlake Debates,HS,2021-01-14,RR,R3,Sequoia AS,Greenhill VG,Neg,"Neg								2-0"
Harvard Westlake Debates,HS,2021-01-14,RR,R2,Sage Hill MP,Harker AM,Neg,"Neg								2-0"
Hoosier Invitational,C,2021-01-08,1-Open,R8,Iowa Bennett & Roetlin,George Mason Daou & Hoang,Aff,"Aff								3-0"
Hoosier Invitational,C,2021-01-08,1-Open,R7,Baylor Nguyen & Wyatt,Georgia Mruz & Wakefield,Neg,"Neg								3-0"
Hoosier Invitational,C,2021-01-08,1-Open,R6,Iowa Bennett & Roetlin,Southern California Northcutt-Wyly & Koh,Aff,
Hoosier Invitational,C,2021-01-08,1-Open,R2,Michigan State Glancy & Weber,Missouri State Engelby & Parrish,Neg,
Fullerton Georgetown College Tournament,C,2021-01-02,Open,R6,Binghamton PP,Wyoming/Columbia PD,Neg,
Fullerton Georgetown College Tournament,C,2021-01-02,Open,R5,Emory BW,Wayne State BR,Neg,
Fullerton Georgetown College Tournament,C,2021-01-02,JV,R4,Kansas State SW,Houston AO,Aff,
Fullerton Georgetown College Tournament,C,2021-01-02,JV,R3,Cal State Fullerton DL,Wyoming GK,Neg,
Fullerton Georgetown College Tournament,C,2021-01-02,Open,R2,Kansas State TT,Dartmouth HV,Neg,
Fullerton Georgetown College Tournament,C,2021-01-02,Open,R1,Rutgers-Newark AH,Dartmouth LW,Aff,
College Prep LD Invitational,HS,2020-12-18,TLD,Semis,Archbishop Mitty RD,Harker AR,Neg,"Neg								2-1"
College Prep LD Invitational,HS,2020-12-18,TLD,Quarte,Immaculate Heart JL,Harker DS,Neg,"Neg								2-1"
College Prep LD Invitational,HS,2020-12-18,TLD,Octos,Dougherty Valley AG,Harker AS,Neg,"Neg								3-0"
College Prep LD Invitational,HS,2020-12-18,TLD,Double,Harker MB,Dougherty Valley AG,Neg,"Neg								2-1"
College Prep LD Invitational,HS,2020-12-18,TLD,Triple,Dougherty Valley AM,Harker MB,Neg,"Neg								3-0"
College Prep LD Invitational,HS,2020-12-18,TLD,R6,Harker AM,Dougherty Valley DC,Neg,
College Prep LD Invitational,HS,2020-12-18,TLD,R6,Catonsville AT,Harker MB,Neg,
College Prep LD Invitational,HS,2020-12-18,TLD,R4,Southlake Carroll PK,North Mecklenburg PM,Aff,
College Prep LD Invitational,HS,2020-12-18,TLD,R3,Brentwood MM,Dutchtown SS,Aff,
College Prep LD Invitational,HS,2020-12-18,TLD,R3,Harker NA,Brentwood DL,Aff,
College Prep LD Invitational,MS,2020-12-18,TLD,R2,ModernBrain AK,Archbishop Mitty AA,Neg,
College Prep LD Invitational,HS,2020-12-18,TLD,R2,Brentwood JC,Harker AL,Neg,
College Prep LD Invitational,HS,2020-12-18,TLD,R1,Mission San Jose AW,Northern Valley HS Independent JL,Neg,
College Prep LD Invitational,HS,2020-12-18,TLD,R1,Mission San Jose SB,Oxford VD,Neg,
Franklin R Shirley at Wake Forest,C,2020-11-13,SHIR,Double,Rutgers-Newark Asafu-Adjaye & hemnarine,Iowa Bennett & Roetlin,Aff,"Aff								5-0"
Franklin R Shirley at Wake Forest,C,2020-11-13,SHIR,RD 4,Fullerton Gibson & Meza,Emory Pak & Rajagopal,Neg,
Franklin R Shirley at Wake Forest,C,2020-11-13,SHIR,RD 1,Georgia Adam & Weintraub,Western Washington Haindfield & Watson,Aff,
Gonzaga University The Jesuit,C,2020-10-30,Nov,Finals,George Mason MP,Houston AO,Neg,"Aff								3-2"
Gonzaga University The Jesuit,C,2020-10-30,JV,Semis,George Mason SI,Houston/Binghamton KS,Neg,"Aff								3-2"
Gonzaga University The Jesuit,C,2020-10-30,JV,Qtrs,Emory BW,Georgia CA,Neg,"Aff								4-1"
Gonzaga University The Jesuit,C,2020-10-30,Open,RD 6,Iowa CP,Liberty BS,Aff,
Gonzaga University The Jesuit,C,2020-10-30,Nov,RD 5,George Mason MP,CSU Long Beach ST,Aff,
Gonzaga University The Jesuit,C,2020-10-30,JV,RD 4,George Mason PL,Georgia CA,Aff,
Meadows Scrimmage 1,HS,2020-10-10,NOVLD,R2,Brentwood JF,Marlborough YN,Neg,
JW Patterson Debates at Kentucky,C,2020-10-03,Open,Sem,Emory GK,Southern California KS,Aff,"Aff								2-1"
JW Patterson Debates at Kentucky,C,2020-10-03,Open,Oct,Georgetown MW,Dartmouth TV,Neg,"Neg								3-0"
JW Patterson Debates at Kentucky,C,2020-10-03,Open,Double,Emporia State KS,UC Berkeley BW,Neg,"Neg								3-0"
JW Patterson Debates at Kentucky,C,2020-10-03,Open,R6,UNLV BS,Louisville BD,Neg,
JW Patterson Debates at Kentucky,C,2020-10-03,Open,R3,Dartmouth HL,Oklahoma RS,Aff,
JW Patterson Debates at Kentucky,C,2020-10-03,Open,R1,Michigan PS,Michigan State FG,Aff,
Mid America Cup,HS,2020-09-25,VLD,Triple,Harker Deven Shah,Cardinal Gibbons Roberto Sosa,Aff,"Aff								3-0"
Mid America Cup,HS,2020-09-25,VLD,R6,Immaculate Heart Riley Rees,Bergen County Academies Andrew Kim,Neg,
Mid America Cup,HS,2020-09-25,VLD,R5,Murphy Independent Aadit Walia,Interlake David Lee,Aff,
Mid America Cup,HS,2020-09-25,VLD,R4,Westwood Shawkin Kabir,Harker Neo Alpha,Neg,
Mid America Cup,HS,2020-09-25,VLD,R3,American Heritage Plantation Jordan Antevy,Quarry Lane Timothy Schoonover,Aff,
Mid America Cup,HS,2020-09-25,VLD,R3,Carmel Valley Independent Max Norman,Mission San Jose Aditya Anand,Aff,
Mid America Cup,HS,2020-09-25,VLD,R2,Westwood Joonyoung Choo,Cardinal Gibbons Zach Dumas,Aff,
Mid America Cup,HS,2020-09-25,VLD,R2,Sam Barlow Eli Leadham,Minnetonka Saloni Somia,Aff,
Mid America Cup,HS,2020-09-25,VLD,R1,Westwood Sandali Srivastava,Harker Rahul Mulpuri,Neg,
Mid America Cup,HS,2020-09-25,VLD,R1,Plano West Dylan Jones,Harker Deven Shah,Neg,
Season Opener at Northwestern University,C,2020-09-18,Open,Quarte,Rutgers-Newark HA,Southern California KS,Aff,"Aff								2-1"
Season Opener at Northwestern University,C,2020-09-18,JV,Semi,George Mason IS,Wyoming KM,Neg,"Neg								3-0"
Season Opener at Northwestern University,C,2020-09-18,JV,R5,Wyoming KM,George Mason LP,Neg,
Season Opener at Northwestern University,C,2020-09-18,Open,R3,George Mason AL,Rutgers-Newark SO,Aff,
Season Opener at Northwestern University,C,2020-09-18,Open,R1,Emory BR,Dartmouth WK,Neg,
Loyola Invitational,HS,2020-09-05,LD,Quar,Strake Jesuit  ZD,Immaculate Heart BC,Aff,"Neg								2-1"
Loyola Invitational,HS,2020-09-05,LD,Octo,Northwood HS Independent NA,Strake Jesuit  ZD,Aff,"Neg								2-1"
Loyola Invitational,HS,2020-09-05,LD,Doub,Claremont GK,Sequoia AS,Neg,"Neg								3-0"
Loyola Invitational,HS,2020-09-05,LD,Doub,Independent Ayala AM,Rancho Bernardo JJ,Aff,"Neg								2-1"
Loyola Invitational,HS,2020-09-05,LD,R6,Northern Valley HS Independent JL,Flintridge Prep AL,Neg,
Loyola Invitational,HS,2020-09-05,LD,R6,Flintridge Prep TV,Presentation HM,Aff,
Loyola Invitational,HS,2020-09-05,LD,R5,Presentation IC,Peninsula JN,Neg,
Loyola Invitational,HS,2020-09-05,LD,R5,Dublin AL,Strake Jesuit  DH,Neg,
Loyola Invitational,HS,2020-09-05,LD,R4,Advanced Technologies Acad JG,Immaculate Heart SO,Aff,
Loyola Invitational,HS,2020-09-05,LD,R4,Proof Independent DR,Presentation NB,Neg,
Loyola Invitational,HS,2020-09-05,LD,R3,Bishop's AC,Peninsula CC,Aff,
Loyola Invitational,HS,2020-09-05,LD,R3,Bishop's SR,Woodlands Independent NW,Neg,
Loyola Invitational,HS,2020-09-05,LD,R2,Peninsula SM,Lynbrook SM,Neg,
Loyola Invitational,HS,2020-09-05,LD,R1,Marlborough EY,Torrey Pines JS,Aff,
Loyola Invitational,HS,2020-09-05,LD,R1,Ridgevue TJ,Kennedy (Independent) KR,Neg,
RKS Workshop Tournament,,2020-07-29,,R5,Sam/Nick,Bowei/Andres,Neg,
RKS Workshop Tournament,,2020-07-29,,R4,Shahina/Judy,Michelle/Manda,Aff,
RKS Workshop Tournament,,2020-07-29,,R2,Jada/Niko,Daisy/Maryam,Aff,
RKS Workshop Tournament,,2020-07-29,,R1,Zach/Alistair,Adam/Viraj,Aff,
ADA Nationals at UNLV,C,2020-03-06,JV,R3,Liberty CC,George Mason JS,Aff,
ADA Nationals at UNLV,C,2020-03-06,JV,R2,Liberty LS,Wyoming GJ,Aff,
Texas Open,C,2020-02-01,JV,Semi,Texas HN,George Mason DS,Neg,"Neg								3-0"
