Tournament,Lv,Date,Ev,Rd,Aff,Neg,Vote,Result
2019District IIIMAC Championship,C,2019-02-22,MAC,R4,UTD Iske & Harmon,UCO Lott & Wendland,Aff,
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,RD 6,Puget Sound FR,Indiana LL,Neg,
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,RD 5,Missouri - Kansas City DH,Southern California HR,Aff,
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,RD 4,Liberty HT,Michigan FH,Aff,
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,RD 3,Wisconsin- Madison DP,Missouri - Kansas City FJ,Aff,
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,RD 2,Southern California DP,Georgia State AC,Aff,
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,RD 1,Louisville BY,Arizona State FG,Aff,
Crowe Warken Debates at Navy,C,2019-01-19,Open,Octs,Liberty MS,Michigan HF,Neg,"Neg								2-1"
Crowe Warken Debates at Navy,C,2019-01-19,Novic,R8,Samford BG,Miami HP,Aff,
Crowe Warken Debates at Navy,C,2019-01-19,Open,R6,United States Military MC,Indiana AD,Neg,
Crowe Warken Debates at Navy,C,2019-01-19,Open,R5,Miami HL,Pittsburgh FK,Neg,
Crowe Warken Debates at Navy,C,2019-01-19,JV,R3,Boston College MW,Indiana BO,Neg,
Crowe Warken Debates at Navy,C,2019-01-19,Open,R2,Michigan HF,Samford WE,Aff,
Texas Two Step 2,C,2019-01-08,OPEN,R6,MOState Kauffman & Reeves,Texas Lee & Sun,Aff,
Texas Two Step 2,C,2019-01-08,JV,R3,UCO Lott & Wendland,UMKC Folk & Jones,Neg,
Texas Two Step 2,C,2019-01-08,OPEN,R2,Emporia Monteith & Kuiper,UTD Mccarty & Watson,Aff,
Texas Two Step 1,C,2019-01-05,JV,Sems,UTD Iske & Harmon,MO State Engelby & Slocum,Neg,"Aff								2-1"
Texas Two Step 1,C,2019-01-05,JV,R6,UTD Iske & Harmon,JCCC Bhatti & McElyea,Aff,
Texas Two Step 1,C,2019-01-05,OPEN,R5,JCCC Ruder & Tahmasiyan,UTSA Gaskey & Myers,Aff,
Texas Two Step 1,C,2019-01-05,JV,R4,MO State Engelby & Slocum,KU Alvarez & Rawlings,Neg,
Texas Two Step 1,C,2019-01-05,OPEN,R3,UMKC Willett & Mitchell,UTD Mccarty & Watson,Aff,
Texas Two Step 1,C,2019-01-05,OPEN,R2,UMKC Curry & Jones,Texas Lee & Long,Aff,
Texas Two Step 1,C,2019-01-05,JV,R1,JCCC Bhatti & McElyea,UCO Lott & Wendland,Neg,
SADL Middle School Tournament 4,MS,2018-12-08,NOV,R5,SA Hudson Yards KM,SA Bed-Stuy PS,Aff,
SADL Middle School Tournament 4,MS,2018-12-08,Open,R4,SA Harlem West ST,SA Midtown West TC,Aff,
SADL Middle School Tournament 4,MS,2018-12-08,Open,R3,SA Midtown West VW,SA Harlem West BS,Aff,
SADL Middle School Tournament 4,MS,2018-12-08,Open,R2,SA Hudson Yards PW,SA Midtown West BY,Aff,
SADL Middle School Tournament 4,MS,2018-12-08,Open,R1,SA Harlem East EA,SA Midtown West PL,Aff,
ADA Fall Championship,C,2018-11-17,JV,R7,Central Florida SF,Indiana BB,Aff,"Aff								3-0"
ADA Fall Championship,C,2018-11-17,JV,R6,Indiana BB,Liberty BH,Aff,
ADA Fall Championship,C,2018-11-17,Nov,R5,Central Florida/Samford SG,Liberty LW,Neg,
ADA Fall Championship,C,2018-11-17,Nov,R4,Indiana VL,Samford BW,Aff,
ADA Fall Championship,C,2018-11-17,Nov,R3,Liberty BaWa,Indiana SR,Aff,
West Point Debate Tournament,C,2018-10-26,Open,Semis,NYU BS,Libert MS,Aff,"Aff								3-0"
West Point Debate Tournament,C,2018-10-26,Novice,Octos,Libert BS,BosCol CJ,Neg,"Aff								2-1"
West Point Debate Tournament,C,2018-10-26,Open,Quarte,BosCol DV,NYU BS,Neg,"Neg								3-0"
West Point Debate Tournament,C,2018-10-26,Open,R5,Libert AG,NYU BS,Aff,
West Point Debate Tournament,C,2018-10-26,Novice,R3,Libert BW,UniSta AH,Neg,
West Point Debate Tournament,C,2018-10-26,Novice,R2,Roches BF,UniSta KT,Neg,
West Point Debate Tournament,C,2018-10-26,Open,R1,Roches AV,Miami LL,Neg,
Las Vegas Classic Debate Tournament,C,2018-10-20,JV,F,Arizona State PE,UNLV ST,Neg,"Neg								3-0"
Las Vegas Classic Debate Tournament,C,2018-10-20,JV,QF,UNLV ST,UT San Antonio FM,Aff,"Aff								3-0"
Las Vegas Classic Debate Tournament,C,2018-10-20,Nov,R6,Cal State Fullerton LA,Fullerton KB,Neg,
Las Vegas Classic Debate Tournament,C,2018-10-20,Open,R5,Arizona State BG,UNLV QS,Aff,
Las Vegas Classic Debate Tournament,C,2018-10-20,JV,R4,UT San Antonio FM,UNLV ST,Neg,
Las Vegas Classic Debate Tournament,C,2018-10-20,Open,R3,Florida SS,Cal State Fullerton SW,Aff,
Las Vegas Classic Debate Tournament,C,2018-10-20,Open,R2,UC Berkeley OM,UNLV HS,Neg,
Las Vegas Classic Debate Tournament,C,2018-10-20,Open,R1,UC Berkeley RN,Florida JS,Aff,
Phyllis Schatz Invitational at Binghamton University,C,2018-09-21,Novi,QUART,Cornell GS,United States Military AH,Aff,"Aff								3-0"
Phyllis Schatz Invitational at Binghamton University,C,2018-09-21,Novi,N6,United States Military BL,Monmouth MG,Neg,
Phyllis Schatz Invitational at Binghamton University,C,2018-09-21,Novi,N5,Liberty HK,Rochester NA,Aff,
Phyllis Schatz Invitational at Binghamton University,C,2018-09-21,Novi,N4,Liberty RS,United States Military CL,Aff,
Phyllis Schatz Invitational at Binghamton University,C,2018-09-21,Open,O3,Cornel MS,UniSta MS,Neg,
Phyllis Schatz Invitational at Binghamton University,C,2018-09-21,JV,R2,Rochester AD,Liberty CS,Neg,
Phyllis Schatz Invitational at Binghamton University,C,2018-09-21,Novi,N1,Liberty HW,Rutgers-Newark AD,Aff,
72nd National Debate Tournament at Wichita State,C,2018-03-22,Open,Round,United States Military MS,Pittsburgh FK,Neg,"Aff								2-1"
72nd National Debate Tournament at Wichita State,C,2018-03-22,Open,Round,Wake Forest AW,Emporia State SW,Aff,"Neg								2-1"
72nd National Debate Tournament at Wichita State,C,2018-03-22,Open,Round,Florida GK,Ayoka Wicks,Neg,"Aff								2-1"
72nd National Debate Tournament at Wichita State,C,2018-03-22,Open,Round,West Georgia CJ,Wayne State HC,Aff,"Aff								3-0"
72nd National Debate Tournament at Wichita State,C,2018-03-22,Open,Round,Liberty HS,Washington BT,Aff,"Aff								3-0"
72nd National Debate Tournament at Wichita State,C,2018-03-22,Open,Round,Missouri - Kansas City JS,Liberty OT,Neg,"Neg								3-0"
JV Novice Nationals at West Virginia University,C,2018-03-03,JV,Quarte,Rutgers-Newark AF,Vanderbilt JR,Aff,"Aff								2-1"
JV Novice Nationals at West Virginia University,C,2018-03-03,JV,Octos,Vanderbilt JR,James Madison SL,Aff,"Aff								3-0"
JV Novice Nationals at West Virginia University,C,2018-03-03,Nov,R7,Washington LW,Rutgers-Newark BP,Aff,
JV Novice Nationals at West Virginia University,C,2018-03-03,JV,R6,James Madison GH,United States Military CV,Aff,
