Tournament,Lv,Date,Ev,Rd,Aff,Neg,Vote,Result
JV Novice Nationals at West Virginia University,C,2018-03-03,JV,R4,James Madison/Washington KB,Liberty AB,Neg,
JV Novice Nationals at West Virginia University,C,2018-03-03,JV,R3,Liberty GK,United States Military KM,Aff,
JV Novice Nationals at West Virginia University,C,2018-03-03,Nov,R2,Rutgers-Newark KH,Indiana BG,Neg,
JV Novice Nationals at West Virginia University,C,2018-03-03,JV,R1,James Madison SL,Florida GU,Aff,
Binghamton  Northeast Regional Championship,C,2018-02-24,Nov,sems,Liberty CH,United States Military LS,Aff,"Aff								3-0"
Binghamton  Northeast Regional Championship,C,2018-02-24,Open,Quarte,Cornell MM,West Virginia AI,Aff,"Aff								3-0"
Binghamton  Northeast Regional Championship,C,2018-02-24,Open,R6,United States Military CV,Boston College/Binghamton WB,Neg,
Binghamton  Northeast Regional Championship,C,2018-02-24,Nov,R5,United States Military DM,Binghamton RR,Aff,
Binghamton  Northeast Regional Championship,C,2018-02-24,Nov,R4,United States Military LS,Binghamton WR,Neg,
Binghamton  Northeast Regional Championship,C,2018-02-24,Nov,R3,Binghamton OM,Boston College WO,Neg,
Binghamton  Northeast Regional Championship,C,2018-02-24,Open,R2,NewSchool FW,West Virginia AI,Neg,
Binghamton  Northeast Regional Championship,C,2018-02-24,Open,R1,United States Military LS,Cornell MM,Neg,
Hoosier Invitational Tournament,C,2018-01-20,Break,Finals,Florida State HS,Cornell LV,Neg,"Neg								3-0"
Hoosier Invitational Tournament,C,2018-01-20,Cutt,R7,Vander James & Remiker,Indian Dehmlow Dunne & Tally,Aff,
Hoosier Invitational Tournament,C,2018-01-20,Cutt,R6,Samfor Windus & Davenport,Cornel Chang & Tan,Aff,
Hoosier Invitational Tournament,C,2018-01-20,Break,R5,Georgia State CC,Florida State HS,Neg,
Hoosier Invitational Tournament,C,2018-01-20,Break,R4,Cornell LV,Indian Bagan & Gupta,Aff,
Hoosier Invitational Tournament,C,2018-01-20,Break,R3,Cornell BS,Samfor Broadnax & Stem,Aff,
Hoosier Invitational Tournament,C,2018-01-20,Cutt,R2,Michig Vance & Love,WakFor Gonzalez & Shapiro,Aff,
Hoosier Invitational Tournament,C,2018-01-20,Cutt,R1,Michig Franz & Taylor,WaySta Jancek & Reynolds,Aff,
Crowe Warken Debates at Navy,C,2018-01-13,JV,Quarte,Cornell CD,Cornell LS,Aff,
Crowe Warken Debates at Navy,C,2018-01-13,Novic,R8,United States Military JM,Liberty CH,Neg,
Crowe Warken Debates at Navy,C,2018-01-13,Open,R5,Florida AJ,James Madison GS,Neg,
Crowe Warken Debates at Navy,C,2018-01-13,JV,R4,Wayne State JM,United States Military DC,Aff,
Crowe Warken Debates at Navy,C,2018-01-13,JV,R3,Boston College DW,Liberty GG,Aff,
Crowe Warken Debates at Navy,C,2018-01-13,Open,R2,Liberty GK,Iowa NO,Neg,
Crowe Warken Debates at Navy,C,2018-01-13,JV,R1,Liberty AB,United States Military SL,Aff,
Cal Swing 2,C,2018-01-07,Open,R6,Baylor WC,UC Berkeley JD,Aff,
Cal Swing 2,C,2018-01-07,JVN,R5,Nevada Las Vegas BQ,San Francisco State HM,Aff,
Cal Swing 2,C,2018-01-07,Open,R4,Kansas HM,Liberty OT,Aff,
Cal Swing 2,C,2018-01-07,Open,R3,Liberty BW,Nevada Las Vegas AK,Aff,
Cal Swing 2,C,2018-01-07,Open,R2,San Francisco State BG,UC Berkeley NR,Neg,
Cal Swing 2,C,2018-01-07,Open,R1,Harvard RS,Rutgers-Newark CW,Neg,
Cal Swing 1,C,2018-01-03,Open,Double,Wake Forest DN,UC Berkeley GF,Aff,"Neg								2-1"
Cal Swing 1,C,2018-01-03,JVN,R6,San Francisco State WP,Fresno State MM,Aff,
Cal Swing 1,C,2018-01-03,Open,R5,Liberty BW,Harvard LZ,Neg,
Cal Swing 1,C,2018-01-03,Open,R4,Rochester PM,Nevada Las Vegas AK,Neg,
Cal Swing 1,C,2018-01-03,Open,R3,Washington BT,Liberty HS,Neg,
Cal Swing 1,C,2018-01-03,Open,R2,Liberty OT,Harvard AM,Neg,
Cal Swing 1,C,2018-01-03,Open,R1,Emory SY,Wake Forest EF,Neg,
SADL 4th Middle School Debate Tournament,MS,2017-12-09,OpenP,R4,SA Ditmas Park PT,SA Bed-Stuy PC,Aff,
SADL 4th Middle School Debate Tournament,MS,2017-12-09,OpenP,R3,SA Harlem West CT,SA Midtown West DP,Neg,
SADL 4th Middle School Debate Tournament,MS,2017-12-09,NovPo,R2,SA Ditmas Park IA,SA Hudson Yards HP,Aff,
Jersey Shore Invitational at Monmouth University,C,2017-11-18,Open,Final,Rutgers-Newark QM,Liberty OT,Neg,"Neg								3-0"
Jersey Shore Invitational at Monmouth University,C,2017-11-18,Nov,R6,Wilkes FS,Rochester LS,Aff,
Jersey Shore Invitational at Monmouth University,C,2017-11-18,Nov,R5,NYU RS,Rochester MK,Neg,
Jersey Shore Invitational at Monmouth University,C,2017-11-18,Nov,R4,Rutgers-Newark HM,Liberty CH,Neg,
Jersey Shore Invitational at Monmouth University,C,2017-11-18,Open,R2,Rutgers-Newark AR,Liberty OT,Neg,
Jersey Shore Invitational at Monmouth University,C,2017-11-18,Nov,R1,Rutgers-Newark/Rochester KV,Liberty BS,Neg,
West Point Debate Tournament,C,2017-10-28,Open,Octos,JamMad KT,Dartmo AC,Neg,"Neg								3-0"
West Point Debate Tournament,C,2017-10-28,Novice,Quarte,Washto PS,Libert BC,Neg,"Neg								3-0"
West Point Debate Tournament,C,2017-10-28,Open,R8,Monmou RS,Florid CS,Neg,
West Point Debate Tournament,C,2017-10-28,Open,R7,NYU BS,Libert BW,Aff,
West Point Debate Tournament,C,2017-10-28,Novice,R6,Libert AC,BosCol MO,Aff,
West Point Debate Tournament,C,2017-10-28,Open,R5,UniSta SM,BosCol NV,Neg,
West Point Debate Tournament,C,2017-10-28,Open,R4,BosCol BC,Monmou AH,Aff,
West Point Debate Tournament,C,2017-10-28,Novice,R3,Monmou DD,Libert BC,Neg,
West Point Debate Tournament,C,2017-10-28,Novice,R2,Monmou BG,Libert CH,Neg,
West Point Debate Tournament,C,2017-10-28,Novice,R1,Libert SS,Monmou CS,Aff,
Wayne State George W Ziegelmueller Invitational,C,2017-10-21,Open,Quarte,Vanderbilt RJ,Michigan FT,Neg,"Neg								2-1"
Wayne State George W Ziegelmueller Invitational,C,2017-10-21,Open,R5,Wayne State AH,Michigan ZS,Aff,
Wayne State George W Ziegelmueller Invitational,C,2017-10-21,Open,R4,Kentucky LM,Michigan JP,Neg,
Wayne State George W Ziegelmueller Invitational,C,2017-10-21,JV,R3,Indiana RL,WaySta JM,Neg,
Wayne State George W Ziegelmueller Invitational,C,2017-10-21,Open,R2,Michigan FT,Vanderbilt RJ,Aff,
Wayne State George W Ziegelmueller Invitational,C,2017-10-21,JV,R1,Indiana BL,Wayne State SA,Aff,
UMW Debate Tournament,C,2017-10-13,JV,Quarte,Florida SS,Liberty MR,Neg,"Neg								3-0"
UMW Debate Tournament,C,2017-10-13,Nov,5,Liberty CH,Navy BaSh,Aff,
UMW Debate Tournament,C,2017-10-13,JV,R4,Liberty MR,Florida SS,Aff,
UMW Debate Tournament,C,2017-10-13,Nov,R3,Liberty MR,Navy BoSc,Aff,
UMW Debate Tournament,C,2017-10-13,JV,R2,Cornell MS,Liberty DG,Aff,
UMW Debate Tournament,C,2017-10-13,Nov,R1,Navy McTa,Liberty MS,Neg,
Rutgers NE Regional Opener,C,2017-09-22,JV,Quarte,Liberty MR,Cornell MS,Neg,"Neg								2-1"
Rutgers NE Regional Opener,C,2017-09-22,JV,Octos,United States Military FR,Cornell MS,Neg,"Neg								2-1"
Rutgers NE Regional Opener,C,2017-09-22,nov,N 6,United States Military BB,Liberty CH,Neg,
Rutgers NE Regional Opener,C,2017-09-22,nov,N 5,United States Military SJ,Liberty MS,Neg,
Rutgers NE Regional Opener,C,2017-09-22,JV,R4,Cornell MS,Liberty GH,Aff,
Rutgers NE Regional Opener,C,2017-09-22,open,Opn 3,Rochester PM,United States Military MS,Neg,
Rutgers NE Regional Opener,C,2017-09-22,nov,N 2,Liberty BC,Monmouth MB,Aff,
Rutgers NE Regional Opener,C,2017-09-22,JV,R1,United States Military FR,Liberty AA,Neg,
Brad Smith Debate Tournament at the University of Rochester,C,2017-09-16,Open,R8,United States Military MS,Cornell CS,Aff,"Aff								2-1"
Brad Smith Debate Tournament at the University of Rochester,C,2017-09-16,Open,R5,Cornell BV,United States Military DW,Aff,
Brad Smith Debate Tournament at the University of Rochester,C,2017-09-16,Open,R4,Cornell LX,NewSchool SS,Aff,
Brad Smith Debate Tournament at the University of Rochester,C,2017-09-16,Nov,R3,Cornell KO,United States Military SL,Neg,
Brad Smith Debate Tournament at the University of Rochester,C,2017-09-16,Open,R2,United States Military RP,NewSchool/Rochester VL,Aff,
Brad Smith Debate Tournament at the University of Rochester,C,2017-09-16,Open,R1,Rochester PM,United States Military MS,Neg,
NYCUDL High School State Championship,HS,2017-04-01,OPOL,Finals,Edgemont CS,Brooklyn Technical ER,Neg,"Aff								2-1"
NYCUDL High School State Championship,HS,2017-04-01,OPOL,Partia,Institute for Collaborative Education YI,Brooklyn Technical MW,Neg,"Neg								3-0"
NYCUDL High School State Championship,HS,2017-04-01,NPOL,R3,Richard Izquierdo RP,Brooklyn Technical WR,Neg,
NYCUDL High School State Championship,HS,2017-04-01,NPOL,R2,Leon M. Goldstein BK,Brooklyn Technical KP,Neg,
NYCUDL High School State Championship,HS,2017-04-01,NPOL,R1,Brooklyn Technical WT,Leon M. Goldstein FG,Aff,
Cross Examination Debate Assocation National Tournament,C,2017-03-17,Open,R8,United States Military MK,Emporia State MW,Aff,
Cross Examination Debate Assocation National Tournament,C,2017-03-17,Open,R7,Southern California BL,West Georgia MJ,Aff,
Cross Examination Debate Assocation National Tournament,C,2017-03-17,Open,R6,UT Dallas AR,Liberty RW,Aff,
Cross Examination Debate Assocation National Tournament,C,2017-03-17,Open,R4,Texas SH,Wake Forest NW,Neg,
Cross Examination Debate Assocation National Tournament,C,2017-03-17,Open,R3,UVM BH,NewSchool ST,Aff,
Cross Examination Debate Assocation National Tournament,C,2017-03-17,Open,R2,Nevada Las Vegas BO,Liberty BD,Neg,
Cross Examination Debate Assocation National Tournament,C,2017-03-17,Open,R1,Liberty HT,NewSchool SS,Aff,
ADA Nationals George Mason University,C,2017-03-11,JV,Octo,Samford DW,Liberty GW,Neg,"Neg								2-1"
ADA Nationals George Mason University,C,2017-03-11,JV,R6,Monmouth TH,Southwestern DS,Neg,
ADA Nationals George Mason University,C,2017-03-11,Open,R5,James Madison ST,Kentucky BR,Neg,
ADA Nationals George Mason University,C,2017-03-11,JV,R4,Boston Coll CL,Liberty HS,Neg,
ADA Nationals George Mason University,C,2017-03-11,Open,R3,Indiana HS,Emory LM,Aff,
ADA Nationals George Mason University,C,2017-03-11,JV,R2,Liberty RT,Miami SL,Aff,
ADA Nationals George Mason University,C,2017-03-11,JV,R1,Liberty BW,Boston Coll BC,Aff,
Lakeland Westchester Classic,HS,2017-03-02,VCX,Octafi,Georgetown Day BS,Lexington LG,Aff,"Aff								3-0"
Lakeland Westchester Classic,HS,2017-03-02,VCX,R6,Lexington SK,Boston Latin Academy BP,Neg,
Lakeland Westchester Classic,HS,2017-03-02,VCX,R4,Newark Science SA,Baltimore City DM,Aff,
Lakeland Westchester Classic,HS,2017-03-02,VCX,R3,Georgetown Day GR,Lexington LG,Neg,
Lakeland Westchester Classic,HS,2017-03-02,VCX,R2,Lexington ZR,Edgemont SC,Aff,
Lakeland Westchester Classic,HS,2017-03-02,VCX,R1,Lane Tech College Prep H.S. CH,Lexington BB,Aff,
Pennsbury Falcon Invitational,HS,2017-02-03,CX,Octos,Lexington KZ,Brooklyn Technical MS,Aff,"Aff								2-1"
Pennsbury Falcon Invitational,HS,2017-02-03,JVCX,R4,Strath Haven DL,La Salle College CV,Aff,
Pennsbury Falcon Invitational,HS,2017-02-03,JVCX,R3,William Tennent CS,Wilmington Charter TB,Aff,
Pennsbury Falcon Invitational,HS,2017-02-03,JVCX,R2,Western AT,Strath Haven SW,Neg,
JMU College Invitational,C,2017-01-27,Nov,SEMIS,United States Military KK,Liberty AA,Neg,"Neg								3-0"
JMU College Invitational,C,2017-01-27,Open,OCTOS,Liberty BW,James Madison DC,Neg,"Neg								3-0"
JMU College Invitational,C,2017-01-27,Nov,R6,Liberty BP,United States Military CR,Aff,
JMU College Invitational,C,2017-01-27,Open,R5,James Madison DC,Liberty BW,Neg,
JMU College Invitational,C,2017-01-27,Open,R4,James Madison BK,Liberty HS,Aff,
JMU College Invitational,C,2017-01-27,Open,R3,Liberty BD,United States Military CS,Aff,
JMU College Invitational,C,2017-01-27,Open,R1,Liberty RT,Navy GY,Aff,
Crowe Warken Debates at Navy,C,2017-01-14,JV,Semis,Cornell MS,Liberty HM,Neg,"Neg								2-1"
Crowe Warken Debates at Navy,C,2017-01-14,Novic,Octa,Cornell MV,James Madison SH,Aff,"Aff								3-0"
Crowe Warken Debates at Navy,C,2017-01-14,Novic,R7,Cornell MV,James Madison LW,Aff,
Crowe Warken Debates at Navy,C,2017-01-14,JV,R6,Cornell MS,Liberty GW,Aff,
Crowe Warken Debates at Navy,C,2017-01-14,JV,R5,Liberty HM,Boston College CN,Aff,
Crowe Warken Debates at Navy,C,2017-01-14,Novic,R4,Florida SV,Liberty AA,Aff,
Crowe Warken Debates at Navy,C,2017-01-14,Novic,R3,James Madison SH,Florida GS,Neg,
Crowe Warken Debates at Navy,C,2017-01-14,Novic,R2,United States Military KK,James Madison FS,Neg,
Crowe Warken Debates at Navy,C,2017-01-14,Open,R1,Dartmouth VV,Wake Forest NW,Neg,
Newark Invitational,HS,2017-01-05,VPD,R5,University YR,North Star Academy WA,Aff,
Newark Invitational,HS,2017-01-05,VPD,R4,Bronx HS Of Science CD,North Star Academy BF,Neg,
Newark Invitational,HS,2017-01-05,NPD,R1,North Star Academy Ko,Lexington CK,Neg,
December NYCFL Debate at Stuyvesant,HS,2016-12-17,JVPol,R3,Brooklyn Technical Mi,Bronx HS Of Science WL,Aff,
December NYCFL Debate at Stuyvesant,HS,2016-12-17,JVPol,R2,Leon M. Goldstein EB,Bronx HS Of Science IN,Neg,
December NYCFL Debate at Stuyvesant,HS,2016-12-17,JVPol,R1,Bronx HS Of Science AP,Institute for Collaborative Education LD,Aff,
Ridge Debates,HS,2016-12-09,VCX,R5,Lexington KS,Newark Science FA,Aff,
Ridge Debates,HS,2016-12-09,NCX,R4,Newark Science NC,North Star Academy KS,Aff,
Ridge Debates,HS,2016-12-09,NCX,R2,Lexington ZL,North Star Academy TD,Aff,
Ridge Debates,HS,2016-12-09,NCX,R1,Edgemont BR,Newark Science BS,Neg,
NY Fall Face Off at Mamaroneck HS,HS,2016-12-03,Open,Semifi,Lexington ZG,North Broward Preparatory MR,Neg,"Neg								3-0"
Liberty Debate Tournament,C,2016-11-04,JV,Quarte,Florida AS,Boston College BC,Neg,"Aff								2-1"
Liberty Debate Tournament,C,2016-11-04,Open,R6,James Madison CD,Pittsburgh CR,Neg,
Liberty Debate Tournament,C,2016-11-04,Open,R5,Kentucky SL,Florida State GM,Aff,
Liberty Debate Tournament,C,2016-11-04,Open,R4,Boston College MP,Liberty BW,Neg,
Liberty Debate Tournament,C,2016-11-04,Open,R3,Samford DR,Liberty HS,Neg,
Liberty Debate Tournament,C,2016-11-04,Open,R2,James Madison LW,Pittsburgh BF,Aff,
Liberty Debate Tournament,C,2016-11-04,JV,R1,Liberty MS,Florida AS,Neg,
New York City Invitational Debate and Speech Tournament,HS,2016-10-14,CX,Semis,Traverse City Central FM,College Prep KM,Neg,"Neg								3-0"
New York City Invitational Debate and Speech Tournament,HS,2016-10-14,CX,Runoff,Brooklyn Technical MS,Traverse City Central FM,Neg,"Neg								3-0"
New York City Invitational Debate and Speech Tournament,HS,2016-10-14,CX,R5,Camas LL,North Star Academy YD,Aff,
New York City Invitational Debate and Speech Tournament,HS,2016-10-14,CX,R4,Lexington ZH,Boston Latin Academy (HS) PB,Neg,
New York City Invitational Debate and Speech Tournament,HS,2016-10-14,CX,R3,College Prep KM,S. Eugene H. S. LS,Neg,
New York City Invitational Debate and Speech Tournament,HS,2016-10-14,CX,R2,North Star Academy BH,Ransom Everglades CF,Neg,
70th National Debate Tournament at Binghamton,C,2016-03-31,Open,Round,Liberty CS,Harvard AM,Neg,"Neg								2-1"
70th National Debate Tournament at Binghamton,C,2016-03-31,Open,Round,Rutgers-Newark HQ,Kansas BC,Aff,"Aff								3-0"
70th National Debate Tournament at Binghamton,C,2016-03-31,Open,Round,Puget Sound BQ,George Mason BO,Neg,"Aff								2-1"
70th National Debate Tournament at Binghamton,C,2016-03-31,Open,Round,Baylor BZ,Vermont BL,Neg,"Neg								3-0"
70th National Debate Tournament at Binghamton,C,2016-03-31,Open,Round,United States Military BS,Michigan MK,Neg,"Neg								3-0"
70th National Debate Tournament at Binghamton,C,2016-03-31,Open,Round,Samford BD,Oklahoma CS,Neg,"Neg								3-0"
Cross Examination Debate Association National Tournament,C,2016-03-25,Open,RD 8,UNLV CH,George Mason DM,Neg,
Cross Examination Debate Association National Tournament,C,2016-03-25,Open,RD 7,UNLV AO,Wake Forest CL,Neg,
Cross Examination Debate Association National Tournament,C,2016-03-25,Open,RD 5,Cornell LT,UNLV BT,Aff,
Cross Examination Debate Association National Tournament,C,2016-03-25,Open,RD 4,Washington ST,City College of San Francisco BR,Neg,
Cross Examination Debate Association National Tournament,C,2016-03-25,Open,RD 3,Louisville HT,UNLV OW,Neg,
Cross Examination Debate Association National Tournament,C,2016-03-25,Open,RD 2,Louisville GW,Texas HM,Neg,
Cross Examination Debate Association National Tournament,C,2016-03-25,Open,RD 1,Rutgers-Newark HS,Vermont BL,Neg,
New York City UDL State Tournament,HS,2016-03-19,VCX,Semifi,Brooklyn Technical PZ,Edgemont JM,Neg,"Neg								2-1"
New York City UDL State Tournament,HS,2016-03-19,VCX,R5,ACORN Community FR,Brooklyn Technical AH,Neg,
New York City UDL State Tournament,HS,2016-03-19,VCX,R3,Edgemont LM,Brooklyn Technical MS,Neg,
New York City UDL State Tournament,HS,2016-03-19,VCX,R1,Edgemont JM,Brooklyn Technical AH,Aff,
ADA Nationals at Boston College,C,2016-03-11,Novi,Quarte,Liberty HH,George Mason CL,Aff,"Aff								3-0"
ADA Nationals at Boston College,C,2016-03-11,JV,Quarte,Liberty DW,George Mason HY,Neg,"Aff								2-1"
ADA Nationals at Boston College,C,2016-03-11,Novi,R5,Cornell MR,Navy GY,Aff,
ADA Nationals at Boston College,C,2016-03-11,JV,R4,Navy PP,Boston BS,Neg,
ADA Nationals at Boston College,C,2016-03-11,Novi,R3,Boston KY,George Mason CL,Neg,
ADA Nationals at Boston College,C,2016-03-11,Novi,R2,George Mason SS,Liberty GT,Neg,
JV Novice Nationals at West Virginia University,C,2016-03-05,Nov,Finals,United States Military CM,Michigan RL,Aff,"Aff								3-0"
JV Novice Nationals at West Virginia University,C,2016-03-05,JV,Quarte,Libert OR,GeoMas OK,Neg,"Neg								3-0"
JV Novice Nationals at West Virginia University,C,2016-03-05,Nov,Octos,United States Military KF,Cornell RY,Neg,"Neg								2-1"
JV Novice Nationals at West Virginia University,C,2016-03-05,Nov,R7,Liberty HH,George Mason AS,Aff,
JV Novice Nationals at West Virginia University,C,2016-03-05,Nov,R6,Liberty GT,Cornell RY,Aff,
JV Novice Nationals at West Virginia University,C,2016-03-05,Nov,R5,NYU ST,Cornell SS,Neg,
JV Novice Nationals at West Virginia University,C,2016-03-05,JV,R3,JamMad GM,Louisv TW,Aff,
JV Novice Nationals at West Virginia University,C,2016-03-05,JV,R2,GeoMas HM,JamMad CD,Neg,
JV Novice Nationals at West Virginia University,C,2016-03-05,Nov,R1,Central Florida TS,Rutgers-Newark KG,Aff,
Lakeland Westchester Classic,HS,2016-02-26,VCX,Semifi,Newark Science AK,Baltimore City ID,Neg,"Neg								2-1"
Lakeland Westchester Classic,HS,2016-02-26,VCX,Octafi,Bronx HS Of Science GM,Lexington HL,Neg,"Neg								3-0"
Lakeland Westchester Classic,HS,2016-02-26,VCX,R5,University EC,Bronx HS Of Science YZ,Neg,
Lakeland Westchester Classic,HS,2016-02-26,VCX,R4,Lexington LG,Baltimore City HP,Aff,
Lakeland Westchester Classic,HS,2016-02-26,VCX,R3,Lexington ML,Bronx HS Of Science DK,Neg,
Lakeland Westchester Classic,HS,2016-02-26,VCX,R2,Wilson Senior JS,Bronx HS Of Science GM,Neg,
Lakeland Westchester Classic,HS,2016-02-26,VCX,R1,Lexington MS,Baltimore City KS,Aff,
42nd Annual Harvard National Forensics Tournament,HS,2016-02-11,VCX,R7,Traverse City Central FR,Blake BO,Aff,
42nd Annual Harvard National Forensics Tournament,HS,2016-02-11,VCX,R5,Chicago Lab Schools WU,Reagan SS,Neg,
42nd Annual Harvard National Forensics Tournament,HS,2016-02-11,VCX,R3,Strath Haven BM,Homewood-Flossmoor HL,Neg,
42nd Annual Harvard National Forensics Tournament,HS,2016-02-11,JV CX,R3,North Star Academy SF,Kingwood CB,Neg,
42nd Annual Harvard National Forensics Tournament,HS,2016-02-11,VCX,R2,Chicago Lab Schools HB,Millard North SB,Neg,
42nd Annual Harvard National Forensics Tournament,HS,2016-02-11,VCX,R1,Ransom Everglades BC,Georgetown Day SB,Aff,
James Madison University College Tournament,C,2016-01-29,Nov,Quarte,Liberty JE,George Mason CL,Neg,"Neg								3-0"
James Madison University College Tournament,C,2016-01-29,Open,R6,George Mason KK,James Madison MC,Aff,
James Madison University College Tournament,C,2016-01-29,Open,R5,George Mason BO,Liberty CrSc,Aff,
James Madison University College Tournament,C,2016-01-29,Nov,R4,Liberty GT,United States Military FM,Aff,
James Madison University College Tournament,C,2016-01-29,Nov,R3,Liberty MD,United States Military DM,Aff,
James Madison University College Tournament,C,2016-01-29,Nov,R2,United States Military CK,Liberty WH,Aff,
James Madison University College Tournament,C,2016-01-29,Open,R1,James Madison MW,Liberty OR,Aff,
Rochesters Brad Smith Debate Tournament,C,2015-11-21,,Semis,NYU LR,Cornell SS,Neg,"Neg								2-1"
Rochesters Brad Smith Debate Tournament,C,2015-11-21,,Semis,USMA MH,Cornell LT,Neg,"Neg								3-0"
Rochesters Brad Smith Debate Tournament,C,2015-11-21,,Qrts,NYU LR,Binghamton MV,Aff,"Aff								3-0"
Rochesters Brad Smith Debate Tournament,C,2015-11-21,,R5,Monmouth PT,Rochester XX,Aff,
Rochesters Brad Smith Debate Tournament,C,2015-11-21,,R4,Binghamton EH,Monmouth HS,Aff,
Rochesters Brad Smith Debate Tournament,C,2015-11-21,,R3,NYU SM,Monmouth SW,Neg,
Rochesters Brad Smith Debate Tournament,C,2015-11-21,,R2,Monmouth DB,USMA CW,Neg,
Rochesters Brad Smith Debate Tournament,C,2015-11-21,,R1,NYU HW,Binghamton MV,Aff,
Franklin R Shirley Classic at Wake Forest University,C,2015-11-13,Open,DBLS,Michigan KM,United States Military BC,Aff,"Aff								5-0"
Franklin R Shirley Classic at Wake Forest University,C,2015-11-13,Open,RD 8,United States Military OR,Indiana GT,Neg,
Franklin R Shirley Classic at Wake Forest University,C,2015-11-13,Open,RD 7,Cornell LT,George Mason MT,Neg,
Franklin R Shirley Classic at Wake Forest University,C,2015-11-13,Open,RD 5,Southern California BL,George Mason KK,Aff,
Franklin R Shirley Classic at Wake Forest University,C,2015-11-13,Open,RD 4,West Georgia DZ,Michigan SG,Neg,
Franklin R Shirley Classic at Wake Forest University,C,2015-11-13,Open,RD 2,Cornell KR,West Georgia MJ,Neg,
Franklin R Shirley Classic at Wake Forest University,C,2015-11-13,Open,RD 1,Miami SL,Nevada Las Vegas HC,Neg,
Liberty University Debate Tournament,C,2015-11-06,JV,Quarte,James Madison CM,George Mason LY,Neg,"Neg								2-1"
Liberty University Debate Tournament,C,2015-11-06,Open,R6,George Mason BO,Kentucky AM,Aff,
Liberty University Debate Tournament,C,2015-11-06,Open,R5,James Madison Mo,United States Military GB,Aff,
Liberty University Debate Tournament,C,2015-11-06,Novi,R4,James Madison NB,Navy GM,Neg,
Liberty University Debate Tournament,C,2015-11-06,Novi,R3,Liberty BH,Boston KY,Aff,
Liberty University Debate Tournament,C,2015-11-06,Open,R2,Liberty CS,Kentucky BR,Aff,
Liberty University Debate Tournament,C,2015-11-06,JV,R1,United States Military HM,Wayne State AW,Neg,
Rutgers NE Regional Opener,C,2015-09-25,nov,Nov Qu,James Madison CE,NYU PS,Aff,"Aff								2-1"
Rutgers NE Regional Opener,C,2015-09-25,JV,R6,Cornell XK,United States Military CW,Aff,
Rutgers NE Regional Opener,C,2015-09-25,nov,N 5,West Virginia BR,United States Military LS,Neg,
Rutgers NE Regional Opener,C,2015-09-25,open,Opn 4,Navy RM,RutgersNewark QC,Neg,
Rutgers NE Regional Opener,C,2015-09-25,open,Opn 3,United States Military BG,James Madison TG,Neg,
Rutgers NE Regional Opener,C,2015-09-25,JV,R2,Rutgers-Newark/Rochester BM,United States Military HM,Aff,
Rutgers NE Regional Opener,C,2015-09-25,open,Opn 1,George Mason GM,James Madison CP,Aff,
69th National Debate Tournament in Iowa,C,2015-04-03,Open,R6,KCKCC GJ,James Madison BW,Neg,"Neg								2-1"
69th National Debate Tournament in Iowa,C,2015-04-03,Open,R4,Vanderbilt BM,Southern California BL,Neg,"Neg								2-1"
69th National Debate Tournament in Iowa,C,2015-04-03,Open,R3,Liberty CS,Towson TW,Neg,"Neg								3-0"
69th National Debate Tournament in Iowa,C,2015-04-03,Open,R2,Concordia College SS,Rutgers-Newark SH,Neg,"Neg								2-1"
69th National Debate Tournament in Iowa,C,2015-04-03,Open,R1,James Madison ML,NYU IZ,Aff,"Aff								2-1"
Crowe Warken Debates at Navy,C,2015-01-17,JV,Finals,Rutgers-Newark RJ,West Virginia/CUNY FY,Aff,"Aff								2-1"
Crowe Warken Debates at Navy,C,2015-01-17,Open,Qtrs,James Madison BW,Boston College KC,Aff,"Aff								3-0"
Crowe Warken Debates at Navy,C,2015-01-17,JV,Quarte,George Washington RT,Boston College PM,Neg,"Neg								3-0"
Crowe Warken Debates at Navy,C,2015-01-17,JV,Octos,Miami IP,Boston College CS,Neg,"Neg								2-1"
Crowe Warken Debates at Navy,C,2015-01-17,Open,R8,James Madison BW,Wake Forest BL,Neg,
Crowe Warken Debates at Navy,C,2015-01-17,Novic,R7,James Madison JT,Miami CS,Neg,
Crowe Warken Debates at Navy,C,2015-01-17,JV,R6,Boston College PM,West Virginia/CUNY FY,Aff,
Crowe Warken Debates at Navy,C,2015-01-17,JV,R5,Miami IP,West Virginia WG,Aff,
Crowe Warken Debates at Navy,C,2015-01-17,Open,R4,Pittsburgh CP,James Madison HC,Aff,
Crowe Warken Debates at Navy,C,2015-01-17,Novic,R3,Boston College JN,United States Military CH,Neg,
Crowe Warken Debates at Navy,C,2015-01-17,JV,R2,Boston College CS,United States Military CP,Aff,
John Edie Holiday Tournament at Blake,HS,2014-12-19,CX,R7,Eagan JH,Lakeland District Debate DL,Aff,
John Edie Holiday Tournament at Blake,HS,2014-12-19,CX,R6,Phoenix Military JD,Rosemount BS,Neg,
John Edie Holiday Tournament at Blake,HS,2014-12-19,CX,R5,Wayzata AG,Iowa City GO,Aff,
John Edie Holiday Tournament at Blake,HS,2014-12-19,CX,R4,Broad Run DS,Bronx Science MM,Aff,
John Edie Holiday Tournament at Blake,HS,2014-12-19,CX,R3,University Prep MM,Edgemont KX,Neg,
John Edie Holiday Tournament at Blake,HS,2014-12-19,CX,R2,Chicago Lab Schools RJ,Ransom Everglades PB,Neg,
